username,userid,profile_location,created_at,text,retweet_count,source,coordinates
raytwice,1.39767E+18,"Daly City, CA",1/22/2023 16:01,"Waking up to my Twitter feed regarding a mass shooting in Monterey Park, Ca. Lunar New Year. Fucking horrible.",0,Twitter for iPhone,
The Olympic Club,106848700,"San Francisco, CA",1/22/2023 16:01,"On behalf of everyone at the Club, we would like to wish you a Happy Lunar New Year and good luck! 🎉🏮🎊🐯�?https://t.co/ZMD5l9l3Rd",0,Hootsuite Inc.,
Social Imprints,43195255,"San Francisco, CA",1/22/2023 16:01,Happy #LunarNewYear! Did you know that California officially recognizes Lunar New Year as a state holiday thanks to�?https://t.co/Tkb105tP9j,0,Hootsuite Inc.,
Financial Women SF,123985426,San Francisco,1/22/2023 16:01,"For #NationalMentorshipMonth we're giving a shout-out to all our mentors, who have contributed so much to the succe�?https://t.co/En6JruAxcN",0,Hootsuite Inc.,
GSA Pacific Rim,37770102,"San Francisco, CA",1/22/2023 16:01,Happy Lunar New Year! A time of tradition and togetherness!  #YearofRabbit #LunarNewyear https://t.co/Hf9eQeJr5b,0,Hootsuite Inc.,
NaNoWriMo,8984102,"Berkeley, CA",1/22/2023 16:01,"Happy Lunar New Year! 2023 is the Year of the Rabbit (except in Vietnam, where it's the Year of the Cat). The Year�?https://t.co/ZaeBeYZHSS",5,Twitter Web App,
Pacifica CA Patch,159129012,"Pacifica, CA",1/22/2023 16:00,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar�?https://t.co/B4HFJqBDV7,0,SocialFlow,
Get VWire,1.18394E+18,"San Francisco, CA",1/22/2023 16:00,"Happy Lunar New Year!

https://t.co/y3mi49Sna6

#FutureOfDentistry 
#GetVWire 
#LunarNewYear2023 https://t.co/OGkJY0SABS",0,LeadConnector,
Chinese New Year Festival & Parade,9.52967E+17,"San Francisco, CA",1/22/2023 16:00,"A special message from our 2023 Parade Grand Marshal, @RichTingWorld See him in the Alaska Airlines Chinese New Yea�?https://t.co/xIMjBhIm1p",3,Buffer,
San Francisco Police,36183636,"San Francisco, CA",1/22/2023 16:00,"Gung Hay Fat Choy! 🎆

From our family to yours, #HappyLunarNewYear2023! Wishing you all a healthy and prosperous�?https://t.co/LxDX3jY1M6",6,Twitter Web App,
AC Transit,16896311,"Oakland, CA",1/22/2023 16:00,"Happy Lunar New Year! What are you doing to celebrate the year of the 🐇?

If you're looking to get festive in Oakla�?https://t.co/9CiQl67rBT",0,Sprout Social,
KQED Arts & Culture,19201304,San Francisco,1/22/2023 16:00,A gunman killed 10 people and wounded 10 others at a Los Angeles-area ballroom dance club following a Lunar New Yea�?https://t.co/WwJSmJOjvW,2,Sprout Social,
San Francisco Shakespeare Festival,50475193,"San Francisco, CA",1/22/2023 16:00,"Happy Lunar New Year!
To celebrate the Lunar New Year’s Chinese Zodiac Year of the Rabbit, the Chinese Chamber of C�?https://t.co/W9F8i6bc6n",2,Hootsuite Inc.,
Fandom,1332121,"San Francisco, CA",1/22/2023 16:00,Who are you hopping into Lunar New Year as? 🐰 https://t.co/GHfCHMnTgt,24,Sprout Social,
Joe Bailitz,414929094,"San Francisco, CA",1/22/2023 16:00,We’re bringing in the new year! The regulatory activity at the end of 2022 helped to highlight regulatory risk area�?https://t.co/SY8LQ2nFSj,0,Dynamic Signal,
Thumbtack,17349597,"San Francisco, CA",1/22/2023 16:00,Happy Lunar New Year! 🎊 The Lunar New Year is one of the most important and festive holidays in many cultures. From�?https://t.co/SbZcTWFa9y,0,Sprinklr,
AMA San Francisco,68223334,"San Francisco, CA",1/22/2023 16:00,Join our partners @sfBIG on January 26th at 5pm to celebrate Lunar New Year. Register here: https://t.co/k7wkNdf811 https://t.co/YoUuljXzDY,0,Buffer,
Adasina Social Capital,3265502641,"San Francisco, CA",1/22/2023 16:00,"Happy Lunar New Year 2023! Wishing you prosperity, good health, and happiness in the Year of the Rabbit.�?https://t.co/Z34OTaUhqW",0,HubSpot,
CHSA Museum,126426745,"San Francisco, CA",1/22/2023 15:59,Wishing You A Happy Lunar New Year - https://t.co/XP7EOQkCV1,0,Mailchimp,
World Trust,270655963,"Oakland, CA",1/22/2023 15:58,"Wishing you all a very happy lunar new year! Happy year of the rabbit! 🎉🐰

📷: chiaisgood on IG

Help us continue to�?https://t.co/Zg4T94eQDD",0,Twitter for iPhone,
pinkapewife🌸🕊🌍,1.47832E+18,"San Francisco, CA",1/22/2023 15:58,"art gm,
‘Umbra�?from @trungbaotr’s b/w Peace and Void Collection on NG~

happy weekend all!
and to all those celebr�?https://t.co/wYFHv7WjXJ",0,Twitter for iPhone,
Sheila,37431586,"San Francisco, CA",1/22/2023 15:58,@kellyyanghk Happy Lunar New Year.  I immediately thought of you when I heard this terrible news.  My heart is hurt�?https://t.co/TjigABKgNt,0,Twitter for iPhone,
San Rafael Patch,142462871,"San Rafael, CA",1/22/2023 15:56,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar�?https://t.co/gLmsXNcvVU,0,SocialFlow,
Jessica Brown,5541552,"Oakland, CA",1/22/2023 15:55,@caslernoel I’m sorry it was a lunar new year celebration in a predominantly Chinese neighborhood. How the f can th�?https://t.co/tO3YY2Q8pz,0,Twitter for iPhone,
Celery Caraway,1257719485,"San Francisco, CA",1/22/2023 15:55,Loved waking up on New Year's Day to @WajahatAli on #Velshi https://t.co/WE5jwwCSFj,0,Twitter Web App,
San Leandro Patch,211951696,"San Leandro, CA",1/22/2023 15:53,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar�?https://t.co/AZ3G6BJM6L,0,SocialFlow,
Mill Valley CA Patch,142462729,"Mill Valley, CA",1/22/2023 15:53,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar�?https://t.co/1FMxKWaA1X,0,SocialFlow,
Gladstone Institutes,347931190,San Francisco,1/22/2023 15:53,🐰 🎇 🏮 Happy Lunar New Year from Gladstone Institutes! 🐰 🎇 🏮 https://t.co/QLvSjg7X7v,1,Sprout Social,
Lena Howland,27179811,"San Francisco, CA",1/22/2023 15:52,Horrific news to wake up to this Sunday. 10 people killed in a mass shooting at a Lunar New Year event in Southern�?https://t.co/laZ2TrvleG,1,Twitter for iPhone,
"sincerely, ivy marie. �?,2224201021,San Francisco"," CA""",1/22/2023 15:52,"my heart is utterly broken for the victims, their families and the AAPI community of Monterey Park who were impacte�?https://t.co/jRxjGNP8bR",29,Twitter for iPhone,,
CNET News,819800,"San Francisco, CA",1/22/2023 15:51,Google Welcomes Lunar New Year 2023 With Year of the Rabbit Doodle https://t.co/15yd5k6q9H,0,SocialFlow,
R C👀k �?#Resist 🇺🇸 #ComplicitCorruptGOP #FBR,91612426,SFO,1/22/2023 15:50,happy lunar new year 💦🐰🌙 https://t.co/ZhiTd4wt5v,6,Twitter for iPhone,
Senator Scott Wiener,26703365,"San Francisco, California",1/22/2023 15:50,"Today is Lunar New Year. It’s a beautiful day for the community, but it’s now also a day of mourning, with 10 peopl�?https://t.co/6ejQ4cx2Jr",14,Twitter for iPad,
Josh (🏳️‍⚧️🏳️‍🌈ALLY) #BLM #CMCISANINER,612190949,"San Jose, CA (He/Him/His)",1/22/2023 15:49,Happy Lunar New Year to those who celebrate!,0,Twitter for iPhone,
Dave Lu 呂曉�?15925901,"San Francisco, CA",1/22/2023 15:48,"If you looked at the headlines of major news outlets, you wouldn’t even know this was a potential Asian hate crime.�?https://t.co/qJgWF2pIdx",30,Twitter for iPhone,,
SA-Fairfax CA Patch,64605000,"San Anselmo, CA",1/22/2023 15:48,The gunman was still at large early Sunday after the shooting Saturday night near the site of a large Chinese Lunar�?https://t.co/cbPnbHCdkR,0,SocialFlow,
"Tevfik, I Am😎🏳️‍🌈🌈❤️�?,2600216234,San Francisco"," CA""",1/22/2023 15:45,"5 mass killings already and we're not even out of the 1st month of a new year.

Horrifying statistics like this is�?https://t.co/IqUygrDKWj",0,Twitter Web App,,
AFSCME Local 3299,7.91708E+17,"Oakland, CA",1/22/2023 15:44,Happy Lunar New Year! https://t.co/K7l2Fvb3vm,0,Sprout Social,
SouthSanFranciscoPD,523636092,South San Francisco,1/22/2023 15:44,"LUNAR NEW YEAR - Today marks the beginning of the Lunar New Year.  On this day, also known as the Chinese New Year,�?https://t.co/0bp6u6cHfd",2,Twitter for iPhone,
Chinese for Affirmative Action,279201057,San Francisco,1/22/2023 15:43,"This morning, the AAPI community awakens to the conundrum of tragic news and Lunar New Year celebrations. 

A full�?https://t.co/cNbzGalbdy",12,Twitter Web App,
stephanie L taylor,14623357,San Francisco,1/22/2023 15:42,@blackChinahand Whew! I miss New Year’s in China,0,Twitter for iPhone,
Lean In,743585142,San Francisco ,1/22/2023 15:38,Our heart goes out to the families and community impacted by the Lunar New Year attack. The loss of a loved one is�?https://t.co/IFl7eP50SS,1,Sprout Social,
godot perdue,1.16325E+18,"Oakland, California",1/22/2023 15:35,"Live updates: 10 dead in Monterey Park mass shooting, police say https://t.co/WU5kGBGVay",0,Twitter Web App,
Susan Levitt,29351839,"San Francisco, CA",1/22/2023 15:35,#Tarot reading is a must on a #newmoon esp THIS new Moon #LunarNewYear2023 that begins Water Rabbit year. Join me S�?https://t.co/BoBnrwfsE2,0,Jetpack.com,
Buddha’s Universal Church,35564188,"San Francisco, CA",1/22/2023 15:35,"Have a happy, healthy, and prosperous Lunar New Year of the Rabbit! 🐇🧧♥️

Join us today at 10:30am PST for a biling�?https://t.co/qXlJmfOxB3",0,Twitter for iPhone,
KQED News,14885540,"San Francisco, California",1/22/2023 15:34,"Live updates from @NPR:

➡️ Police say the shooter is male and fled the scene.
➡️ Authorities are investigating ano�?https://t.co/6jS92tarvb",3,Twitter Web App,
Peggy Li,15255893,San Francisco,1/22/2023 15:32,Horrible news at the start of Lunar New Year. Monterey Park has a huge Asian population #stopaapihate Your choices�?https://t.co/A03YnrA4Nc,0,Twitter for iPhone,
Cherri L. Murphy,3214861733,"Oakland,CA",1/22/2023 15:31,"DO NOT NORMALIZE #StopAsianHate.

My heart goes out to love ones and their communities impacted by the Lunar New Ye�?https://t.co/XjOz4PHOE9",1,Twitter Web App,
Petar Lalović,2330637091,"San Francisco, CA",1/22/2023 15:30,"@ffsMatthis I prepared a “New Year, Who This?�?tweet that I can safely delete",0,Twitter for iPhone,
"New Year, New Fops",1914751159,"San Francisco, California",1/22/2023 15:27,happy new year~ &lt;3 STAY SAFE AND MUCH LOVEEEE,0,Twitter Web App,
KQED News,14885540,"San Francisco, California",1/22/2023 15:26,The shooting happened in the heart of downtown Monterey Park where red lanterns decorated the streets for the Lunar�?https://t.co/6PaJDidKHW,10,Twitter Web App,
Dill Pickles,595725213,"Oakland, CA",1/22/2023 15:26,Happy lunar new year!,0,Twitter for iPhone,
Pro Bono@PLI,618352992,New York City/San Francisco,1/22/2023 15:23,"PLI wishes you a happy, healthy, and prosperous Lunar New Year! https://t.co/Mr0wo0y4UQ",0,Salesforce - Social Studio,
Nina Wei,577851206,San Francisco,1/22/2023 15:21,Waking up to the new year to this :( Can't believe this is happening again and again https://t.co/MF6jAtKHj2,0,Twitter Web App,
Daniel Dolgin 🏳️‍🌈✡�?54736567,"san francisco,CA  ",1/22/2023 15:21,@leslie_ludanyi 🥰thank you Leslie happy lunar new year and happy Sunday backatcha 🤗😘,0,Twitter for iPad,,
KTVU,15652540,"Oakland, CA",1/22/2023 15:20,A suspect is on the run in California after 10 people were shot to death and 10 others were hurt overnight followin�?https://t.co/QSTMA3afgx,20,True Anthem,
FloodBuildingSF,1.38753E+18,"San Francisco, CA",1/22/2023 15:19,"新年快乐
Happy New Year to all our Flood Building Family &amp; Friends! Welcome “Year of the Rabbit�?

#yearoftherabbit https://t.co/5KIVvhu6Ep",1,Twitter for iPhone,
Mandy (Zen) �?636705714,"San Francisco, CA",1/22/2023 15:18,LRT it feels absolutely insane to be like “we’re not sure if this is racially motivated�?like this shooting didn’t�?https://t.co/ibNpgbJyCL,0,Twitter for iPhone,,
Casey Carhart,267048407,"San Mateo, CA",1/22/2023 15:17,"@ishirubi Happy Lunar New Year, Silvi!",0,Twitter for iPad,
rock.stark | 0xavengers.bnb,2550165935,"San Francisco, CA",1/22/2023 15:15,"I've applied for BunnyList to join in the celebration of the Chinese New Year Festival. 

Join me in celebrating wi�?https://t.co/RScgsF5CYb",0,Twitter Web App,
Sandy.NFT 11-11,14065217,"San Francisco, CA",1/22/2023 15:15,Happy Lunar New Year @unstoppableweb fam!!! https://t.co/Myv6gVJ3Bl,2,Twitter for iPhone,
Kyle L. Chong (張陳創庭) (@KyleLChong@Mathstodon.xyz),583518901,"San Francisco, CA",1/22/2023 15:13,"Monterey Park has a large, diverse, and vibrant Asian American community. A mass shooting there, targeting a Lunar�?https://t.co/u1kvBGZanE",7,Twitter for iPad,
ChauSaenz_Official,1.48421E+18,"San Francisco, CA",1/22/2023 15:12,"Happy Lunar New Year!! 🤩 ❤️ ""The best time to plant a tree is twenty years ago. The second best time is now."" - Chi�?https://t.co/4SYIBCqNP1",0,Sprout Social,
Daniel Dolgin 🏳️‍🌈✡�?54736567,"san francisco,CA  ",1/22/2023 15:12,@MrsPretorius_ Awwwa! Happy lunar new year backatcha #YearOfTheRabbit #Caturday #CatsOfTwitter,0,Twitter for iPad,,
Assignment Understander,1181362189,"San Francisco, CA",1/22/2023 15:10,"It is probably just me, but referring to the Asian American people attending a chinese Lunar New Year event as “AAP�?https://t.co/rZOAo25ave",1,Twitter for iPhone,
Magoosh,403530002,"Berkeley, CA",1/22/2023 15:02,"Happy Lunar New Year! May the New Year bring you abundance, wealth, and happiness!🎊 

To learn more about this cele�?https://t.co/920IeRBNay",0,LaterMedia,
San Francisco’s Chinatown Book,1.16758E+18,"San Francisco, California",1/22/2023 15:01,"There are 16 official days to honor the new year, starting on January 22 and ending on Feb 6, the day of the�?https://t.co/7A8JRyP13B",0,Loomly,
San Francisco’s Chinatown Book,1.16758E+18,"San Francisco, California",1/22/2023 15:01,Chinese New Year begins with a huge family feast celebration on New Year’s Eve; this year it comes early  on Sat. J�?https://t.co/pP2WKDpvmY,0,Loomly,
"�?Lyte, Sin of Pride �?,743855446763573249,San Francisco"," CA""",1/22/2023 15:00,"Wishing everyone a very Happy Lunar New Year!🧧🧧🧧🧧🧧🧧🧧🧧🧧🧧🧧🧧🧧🧧🧧

🎨: @/Dialexus https://t.co/LpoGPBPH1c",5,Twitter Web App,,
APIAHF,43444196,"Oakland, CA",1/22/2023 15:00,"Cheers to you and the Year of the Rabbit! 

May the coming new year bring you lots of happiness and luck, and good�?https://t.co/oHfbQwW7ms",0,Hootsuite Inc.,
Keystone Strategy,3119211415,"San Francisco, CA",1/22/2023 15:00,"Happy Lunar New Year from Keystone to all those who celebrate 🎉 🧧

As we enter the year of the rabbit, we wish ever�?https://t.co/R0qB9vQ0Su",0,Sprout Social,
Oakland Police Dept.,130254641,"Oakland, CA",1/22/2023 15:00,"Happy Lunar New Year!

🐰🧧❤️
Wishing you Good Fortune, Good Health and a
Prosperous year!
#YearOfTheRabbit 🐇�?https://t.co/m5qLELxdMo",1,Twitter Web App,
Tyler Durden,8.02336E+17,"San Francisco, CA",1/22/2023 14:59,"10 Dead, 10 More Injured In Mass Shooting During California Lunar New Year Celebrations https://t.co/C3u8L9VuFl",0,IFTTT,
NIO San Francisco,1.48762E+18,"San Francisco, CA",1/22/2023 14:59,Happy New Year! Let’s go NIO ! #nio https://t.co/a68cNuzQW5,3,Twitter for iPhone,
Starr King School for the Ministry,301489136,"Oakland, California",1/22/2023 14:55,新年�? Happy Lunar New Year from Starr King! https://t.co/1cl6aapnAo,2,Sprout Social,
Change Catalyst,314703677,"San Francisco, CA",1/22/2023 14:55,Happy Lunar New Year! We are wishing you an amazing Spring Festival and a peaceful and prosperous Year of the Water�?https://t.co/DXuoSIXvTK,0,Sprout Social,
Rui Ma 马睿,12061032,"San Francisco, CA",1/22/2023 14:50,"Omg. What?? I went to a similar neighborhood Lunar New Year thing in the Bay yesterday and you know what, the thoug�?https://t.co/r5aNQsLj5Y",2,Twitter for iPhone,
JoytotheHope �?ᴾʳᵒᵒᶠ,32456785,"San Francisco, CA",1/22/2023 14:45,"What a sad, tragic start to the Lunar New Year. https://t.co/3cNESyBjib",0,Twitter for iPhone,
Book Girl🫴,1.60749E+18,Berkeley,1/22/2023 14:45,American freedom is a myth. Asian American people were killed at Monterey Park in another  #MassShooting Nice start�?https://t.co/RubXZuCe3d,0,Twitter Web App,
Hanley Chan,36677689,San Francisco,1/22/2023 14:44,Happy Chinese New Year!!!!!🎊🎉🎆🧧 my this year give you joy and prosperity 🙏 https://t.co/kIo4FV1I3n,0,Twitter for iPhone,
Spectra360,4492804294,"San Francisco, CA",1/22/2023 14:39,"Happy Chinese New Year! Wishing you happiness and good luck this year!

#chinesenewyear #lunarnewyear #goodluck�?https://t.co/tVCmf07J50",0,CoSchedule,
Teamsters Local 350,9.1314E+17,"Daly City, CA",1/22/2023 14:38,"May happiness, health, and luck always be with you, and your families. 

Happy Lunar New Year from the Teamsters Lo�?https://t.co/BHEEXxpU94",1,Twitter for iPhone,
Matt Dorsey,15847110,San Francisco,1/22/2023 14:35,This horrific #MassShooting at a Lunar New Year event in L.A. is a sobering reminder of the hateful violence our AA�?https://t.co/nIayKSBQ6g,5,Twitter Web App,
Kimberly Morgan🐟26947 #FollowBackResistance #BLM,9.48013E+17,"San Francisco, CA",1/22/2023 14:32,"JUST IN: 10 Dead, 10 More Wounded After Shooting at Lunar New Year Celebration Near LA; Suspect at Large

https://t.co/ThCWj3i8OA",2,Twitter Web App,
IXL Learning,541271822,"San Mateo, CA",1/22/2023 14:32,"Happy Lunar New Year! As we head into the Year of the Rabbit, learn more about this worldwide celebration with this�?https://t.co/zN3dm6dPxl",0,Sprout Social,
Stephanie Lin,29140169,"San Francisco, CA",1/22/2023 14:24,Awful news to wake up to Lunar New Years day. A gunman killed 10 people at an LA-area ballroom dance club following�?https://t.co/v7UYQCKVvW,5,Twitter Web App,
Area51,46726590,"San Francisco, CA",1/22/2023 14:19,"Ancient Origins: This Lunar Year will be the Year of the Rabbit or the Year of the Cat, Depending Where You Live https://t.co/QqtaCIIVGf",0,www.area51.org,
"Naomi ""Abolish Ticketmaster"" Lores RN",1.39192E+18,"San Francisco, CA",1/22/2023 14:13,"It's so damn heartbreaking when communities have just been coming back together, this lunar new year was supposed t�?https://t.co/7foizArBDF",0,Twitter for iPhone,
Fiona Niu,587146259,"San Francisco, CA",1/22/2023 14:03,Happy Chinese New Year!🥳 https://t.co/EHHL9hoOY3,0,Twitter for iPad,
"Naomi ""Abolish Ticketmaster"" Lores RN",1.39192E+18,"San Francisco, CA",1/22/2023 14:02,"It's truly devastating to see another shooting happen, and I know it's early but the fact it was on the lunar new y�?https://t.co/6VrleP0TM7",0,Twitter for iPhone,
Lockly,9.87498E+17,"San Francisco, CA",1/22/2023 14:01,"🧧Happy Chinese New Year🧧 Hopping into the Year of the Rabbit!🐇
Lockly wishes everyone always enjoy the favors of he�?https://t.co/kyvxYyZ8OP",0,Hootsuite Inc.,
Vivoo,9.22934E+17,"San Francisco, CA",1/22/2023 14:00,"Happy Lunar New Year! �?May your wellness stay strong and steady in the new year. 
Vivoo is always with you as you�?https://t.co/PQOP6jcCMz",0,Hootsuite Inc.,
San Leandro USD,146310912,"San Leandro, CA, USA",1/22/2023 14:00,"Wishing everyone a happy, healthy, and joyous new year! https://t.co/hncgyKhpDW",0,Twitter Web App,
Jefferson Elem SD,3187245218,"Daly City, CA",1/22/2023 14:00,We wish our JESD community a Happy Lunar New Year! https://t.co/mOMdMPv3PB,1,TweetDeck,
TOYCYCLE,7.87491E+17,"Oakland, CA",1/22/2023 14:00,"Happy Chinese New Year! 

It's the year of the rabbit. Here's to getting off to a hopping good start!�?https://t.co/dP9Jd1qqsW",0,Semrush Social Media Tool,
Ron Lin,14480618,San Francisco,1/22/2023 13:57,"Gunman still at large after 10 people killed, 10 injured in mass shooting at Monterey Park ballroom dance studio, e�?https://t.co/6aeCjB89yE",24,Twitter Web App,
Nancy Pelosi,15764644,San Francisco,1/22/2023 13:54,"Today, as we welcome the Year of the Rabbit, we recognize the many contributions AAPI members have made to America.�?https://t.co/ccQsl5azbg",376,Twitter for iPhone,
KIPP Public Schools,67727882,San Francisco,1/22/2023 13:45,"Happy Lunar New Year from our KIPP #TeamAndFamily to yours! 🧧❤️

We hope the #YearOfTheRabbit 🐰 brings you great ha�?https://t.co/i8H4vuptqM",0,HubSpot,
Richard Lyu,8646532,"San Francisco, CA",1/22/2023 13:40,Happy Lunar New Year! 🐇🧧,0,Twitter for iPhone,
Kikkoman USA,499088565,San Francisco,1/22/2023 13:30,Happy Lunar New Year! Bring in the Year of the Rabbit with the festive and super satisfying Longevity Noodles dish 🧧 🐇,3,Twitter for Advertisers,
✰Sylvia,1.37089E+18,"San Francisco, CA",1/22/2023 13:20,@layzhang Happy Chinese New Year!,0,Twitter Web App,
Sebastien 🏞,6718432,"San Francisco, CA",1/22/2023 13:19,🐰 Happy Chinese New Year 2023 to all!🧧,9,Twitter for iPhone,
Jenn M Choi,99601887,Berlin/San Francisco,1/22/2023 13:13,Happy lunar new year to all my friends who celebrate it! ❤️🧧 https://t.co/142rkcUfRs,0,Twitter for iPhone,
Clint Cardoza,139703624,"San Francisco, CA",1/22/2023 13:10,@Gia_Vang @nbcbayarea Happy Chinese New Year! 🥳,0,Twitter Web App,
Jenn M Choi,99601887,Berlin/San Francisco,1/22/2023 13:07,@PetiteDeborah Happy lunar new year!!!!,0,Twitter for iPhone,
Vassko,1054431,"San Francisco, CA",1/22/2023 13:03,"(Monterey Park) 10 Killed, 10 More Injured During Mass Shooting After Lunar New Year Celebration in Monterey Park L�?https://t.co/Z3Iu0atlXZ",0,Twitter for iPhone,
Wells Fargo,1178011,"San Francisco, CA",1/22/2023 13:00,"Happy Lunar New Year! May the Year of the Rabbit usher in abundance, harmony, and joy. #LunarNewYear https://t.co/C7lSRXbryV",8,Sprinklr,
"Teuko | Kids Lunch Ideas, Recipes, Tips",2751365011,"San Francisco, CA",1/22/2023 12:59,"Happy Chinese New Year! 🧧🐰🎉
https://t.co/2F5avf0IEb

#teuko #ChineseNewYear #ChineseNewYear2023 #HappyChineseNewYear",1,TweetDeck Web App,
Kyle L. Chong (張陳創庭) (@KyleLChong@Mathstodon.xyz),583518901,"San Francisco, CA",1/22/2023 12:58,With fireworks 🧨 part of the celebrations for some (to scare away evil spirits) I’m especially worried about how ma�?https://t.co/xzQsYil4Ua,0,Twitter for iPad,
Kyle L. Chong (張陳創庭) (@KyleLChong@Mathstodon.xyz),583518901,"San Francisco, CA",1/22/2023 12:58,Sending love to my SoCal fam and those celebrating Lunar New Year today around the globe after it has been tarnishe�?https://t.co/g4gQ8toM3o,6,Twitter for iPad,
Liz Kreutz,21461944,"San Francisco, CA",1/22/2023 12:58,We're coming on the air with the latest on the mass shooting after the Lunar New Year festival in Monterey Park.�?https://t.co/RDn7Govi6S,5,Twitter Web App,
Ron Lin,14480618,San Francisco,1/22/2023 12:54,"10 people killed, 10 injured in mass shooting at Monterey Park dance studio, east of L.A., on the eve of the Lunar�?https://t.co/GOmuB8bOWN",364,Twitter Web App,
Ryan Yamamoto,22346318,"San Francisco, CA",1/22/2023 12:50,"Ten people were killed, and another 10 were injured in a mass shooting late Saturday in Monterey Park following a L�?https://t.co/CCA20jnL2L",1,Twitter Web App,
Kyle L. Chong (張陳創庭) (@KyleLChong@Mathstodon.xyz),583518901,"San Francisco, CA",1/22/2023 12:43,"Targeting events like Lunar New Year events in Monterey Park is exactly the kind of terrorizing violence that, rega�?https://t.co/erGcRH21uT",7,Twitter for iPad,
Ebad,1.33725E+18,San Fransisco,1/22/2023 12:39,Happy Chinese New Year!! https://t.co/6ah1HlCnH2,0,Twitter Web App,
Red Pocket Aces 紅口袋王�?1150641200828837889,"San Francisco, CA",1/22/2023 12:35,@iingwen Happy Chinese New Year. https://t.co/aVKEVpHUKk,0,Twitter Web App,,
somniamea,1.56586E+18,"San Francisco, CA",1/22/2023 12:30,Happy New Year! - made with NightCafe Creator  https://t.co/w9gX0z0ZW9 #aiart #nightcafe #digitalart #vqganclip via�?https://t.co/KqnsklP3Rj,0,Twitter Web App,
somniamea,1.56586E+18,"San Francisco, CA",1/22/2023 12:27,Happy Chinese New Year! Gung Hay Fat Choy! - made with NightCafe Creator  https://t.co/WiiDhEfYRD #aiart #nightcafe�?https://t.co/d9VqGobu2S,0,Twitter Web App,
somniamea,1.56586E+18,"San Francisco, CA",1/22/2023 12:26,Happy Chinese and Lunar New Year! - made with NightCafe Creator  https://t.co/hxPwMnWAYB #aiart #nightcafe�?https://t.co/KyTzM4lLcV,0,Twitter Web App,
Michele Scott,583051960,Berkeley CA,1/22/2023 12:13,"https://t.co/UiAQjAJAzj
Suspect on the run after Chinese New Year mass shooting in California | Latest updates",0,Twitter for iPhone,
Asher,1.51414E+18,"Oakland, CA",1/22/2023 12:09,"@FonChain225 Thanks for the hard work of technicians. In the New Year, I will continue to work with you to make Fon�?https://t.co/yjC5lw1YC8",0,Twitter for Android,
LeapFrog,10339572,"Emeryville, CA",1/22/2023 12:00,"It's the Year of the RABBIT! ✨🧧🐰🧧✨ Which zodiac animal are you?�?
Happy Lunar New Year from everyone at LeapFrog! �?https://t.co/URxxwYA9CG",1,Meltwater Social,
Strava,42924530,"San Francisco, California",1/22/2023 12:00,"Happy Lunar New Year! 🐇

Gene Lu celebrated the Year of the Rabbit in the way he does best: Strava Art (so make sur�?https://t.co/OWUVGWuwqD",6,Sprinklr,
Partner Thru Us - IT Channel Intelligence,1.41353E+18,"San Francisco, CA",1/22/2023 11:58,@SoftwareAG: 'Wishing all those celebrating a joyful Lunar New Year - enjoy the day with your family and friends.�?https://t.co/tdti1v0DkU,0,The Tweeted Times,
SFLIVE415,1.40652E+18,"San Francisco, CA",1/22/2023 11:53,Happy Chinese New Year 🧧,0,Twitter for iPhone,
Point Of Intersect-Technology X Humanities,2817438824,"San Francisco, California",1/22/2023 11:53,"HipCounsel: Happy new (lunar) year - the year of the rabbit 2023!
#hipcounsel https://t.co/NOntq6P38o #legaltech",0,IFTTT,
Point Of Intersect-Technology X Humanities,2817438824,"San Francisco, California",1/22/2023 11:53,"HipCounsel: Happy new (lunar) year - the year of the rabbit 2023!
#hipcounsel https://t.co/kZR5VnFJwO #legaltech",0,IFTTT,
David Pace,242092101,"San Francisco, CA",1/22/2023 11:52,9 killed in shooting near Los Angeles after Lunar New Year festival https://t.co/9S9RW7yDCf,0,IFTTT,
David Pace,242092101,"San Francisco, CA",1/22/2023 11:51,Mass shooting leaves at least 9 dead in California after Lunar New Year festival https://t.co/lpgp4RGHhl,0,IFTTT,
Johnston Luong,7.49203E+17,"San Francisco, CA",1/22/2023 11:46,"@MissGinaDarling Sometimes, I wish time travel were a thing where you can just jump back in-time to stop it from ha�?https://t.co/FJVEkNdRxM",0,Twitter for iPhone,
Solarion ☀�?2248935787,"San Francisco, CA",1/22/2023 11:41,"I'm absolutely devastated...

I had plans to take my parents to the Monterey Park Lunar New Year yesterday. We didn�?https://t.co/fEJEmL9kqQ",0,Twitter Web App,,
David Pace,242092101,"San Francisco, CA",1/22/2023 11:37,"California mass shooting leaves 9 dead, others injured at Lunar New Year festival https://t.co/USYE4xkfpW",0,IFTTT,
Minh 🍏,23558775,"Las Vegas, NV",1/22/2023 11:31,@Rtsannn Happy lunar new year! 🐇🐈🧧,0,Twitter for iPhone,
Jason Put Him In The Trash Whitacre,15064584,"San Francisco, CA",1/22/2023 11:17,There have been a much higher amount of explosions within earshot tonight than usual.   Lunar new year stuff?,0,Twitter for Android,
